"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","WAGELEVEL","LPAY","PC","A","1975",11.2508553764836,
"AUS","WAGELEVEL","LPAY","PC","A","1976",11.5901026182027,
"AUS","WAGELEVEL","LPAY","PC","A","1977",11.7069002349925,
"AUS","WAGELEVEL","LPAY","PC","A","1978",12.7723215337149,
"AUS","WAGELEVEL","LPAY","PC","A","1979",13.5898865960216,
"AUS","WAGELEVEL","LPAY","PC","A","1980",13.5403240655496,
"AUS","WAGELEVEL","LPAY","PC","A","1981",13.9344079050323,
"AUS","WAGELEVEL","LPAY","PC","A","1982",14.3622189583098,
"AUS","WAGELEVEL","LPAY","PC","A","1983",14.5797242048368,
"AUS","WAGELEVEL","LPAY","PC","A","1984",14.445819736694,
"AUS","WAGELEVEL","LPAY","PC","A","1985",13.4674207248641,
"AUS","WAGELEVEL","LPAY","PC","A","1986",13.9756087087216,
"AUS","WAGELEVEL","LPAY","PC","A","1987",13.9363885088919,
"AUS","WAGELEVEL","LPAY","PC","A","1988",14.5263885219583,
"AUS","WAGELEVEL","LPAY","PC","A","1989",14.5436760103277,
"AUS","WAGELEVEL","LPAY","PC","A","1990",14.740810635167,
"AUS","WAGELEVEL","LPAY","PC","A","1991",13.9151470797504,
"AUS","WAGELEVEL","LPAY","PC","A","1992",13.8645166837184,
"AUS","WAGELEVEL","LPAY","PC","A","1993",13.1674364785664,
"AUS","WAGELEVEL","LPAY","PC","A","1994",13.5079423222537,
"AUS","WAGELEVEL","LPAY","PC","A","1995",13.8290371671028,
"AUS","WAGELEVEL","LPAY","PC","A","1997",12.1775502145619,
"AUS","WAGELEVEL","LPAY","PC","A","1998",12.7617214281984,
"AUS","WAGELEVEL","LPAY","PC","A","1999",14.3537848280428,
"AUS","WAGELEVEL","LPAY","PC","A","2000",16.3548195076221,
"AUS","WAGELEVEL","LPAY","PC","A","2001",15.5377691303996,
"AUS","WAGELEVEL","LPAY","PC","A","2002",15.1283188803772,
"AUS","WAGELEVEL","LPAY","PC","A","2003",14.920193356645,
"AUS","WAGELEVEL","LPAY","PC","A","2004",15.4543009896955,
"AUS","WAGELEVEL","LPAY","PC","A","2005",15.8155971338919,
"AUS","WAGELEVEL","LPAY","PC","A","2006",15.1551832124049,
"AUS","WAGELEVEL","LPAY","PC","A","2007",15.9726494362297,
"AUS","WAGELEVEL","LPAY","PC","A","2008",17.5107095317818,
"AUS","WAGELEVEL","LPAY","PC","A","2009",14.5199094102225,
"AUS","WAGELEVEL","LPAY","PC","A","2010",15.9802656198485,
"AUS","WAGELEVEL","LPAY","PC","A","2011",16.8549551513812,
"AUS","WAGELEVEL","LPAY","PC","A","2012",17.5887595810257,
"AUS","WAGELEVEL","LPAY","PC","A","2013",15.8805478699985,
"AUS","WAGELEVEL","LPAY","PC","A","2014",14.7529983912524,
"AUS","WAGELEVEL","LPAY","PC","A","2015",15.4360905221714,
"AUS","WAGELEVEL","LPAY","PC","A","2016",15.632662037025,
"AUS","WAGELEVEL","LPAY","PC","A","2017",15.0616443644929,
"AUS","WAGELEVEL","LPAY","PC","A","2018",15.4324258284697,
"AUT","WAGELEVEL","LPAY","PC","A","2004",15.1530881469905,
"AUT","WAGELEVEL","LPAY","PC","A","2005",15.2759616418695,
"AUT","WAGELEVEL","LPAY","PC","A","2006",15.789915057348,
"AUT","WAGELEVEL","LPAY","PC","A","2007",16.1934824786558,
"AUT","WAGELEVEL","LPAY","PC","A","2008",15.8655557860972,
"AUT","WAGELEVEL","LPAY","PC","A","2009",16.0218084986964,
"AUT","WAGELEVEL","LPAY","PC","A","2010",16.4701128031366,
"AUT","WAGELEVEL","LPAY","PC","A","2011",16.0763005791486,
"AUT","WAGELEVEL","LPAY","PC","A","2012",16.0727266833728,
"AUT","WAGELEVEL","LPAY","PC","A","2013",15.8536380532999,
"AUT","WAGELEVEL","LPAY","PC","A","2014",15.8869886861039,
"AUT","WAGELEVEL","LPAY","PC","A","2015",15.8611061647495,
"AUT","WAGELEVEL","LPAY","PC","A","2016",15.4306909837204,
"AUT","WAGELEVEL","LPAY","PC","A","2017",15.1370649130179,
"AUT","WAGELEVEL","LPAY","PC","A","2018",14.9266828183379,
"AUT","WAGELEVEL","HPAY","PC","A","2004",19.6780539285953,
"AUT","WAGELEVEL","HPAY","PC","A","2005",20.0000201017349,
"AUT","WAGELEVEL","HPAY","PC","A","2006",20.2032311752137,
"AUT","WAGELEVEL","HPAY","PC","A","2007",20.3799333095786,
"AUT","WAGELEVEL","HPAY","PC","A","2008",20.455820742326,
"AUT","WAGELEVEL","HPAY","PC","A","2009",20.7936255384528,
"AUT","WAGELEVEL","HPAY","PC","A","2010",20.7341335374644,
"AUT","WAGELEVEL","HPAY","PC","A","2011",20.7264482690341,
"AUT","WAGELEVEL","HPAY","PC","A","2012",20.8531018048676,
"AUT","WAGELEVEL","HPAY","PC","A","2013",20.7018643406519,
"AUT","WAGELEVEL","HPAY","PC","A","2014",20.7778648867229,
"AUT","WAGELEVEL","HPAY","PC","A","2015",20.9069173878462,
"AUT","WAGELEVEL","HPAY","PC","A","2016",20.9486286942175,
"AUT","WAGELEVEL","HPAY","PC","A","2017",20.7899879587043,
"AUT","WAGELEVEL","HPAY","PC","A","2018",20.8102233823954,
"BEL","WAGELEVEL","LPAY","PC","A","2004",6.29874025194961,
"BEL","WAGELEVEL","LPAY","PC","A","2005",6.6993300669933,
"BEL","WAGELEVEL","LPAY","PC","A","2006",6.2993700629937,
"BEL","WAGELEVEL","LPAY","PC","A","2007",5.6005600560056,
"BEL","WAGELEVEL","LPAY","PC","A","2008",3.99988000359989,
"BEL","WAGELEVEL","LPAY","PC","A","2009",3.7,
"BEL","WAGELEVEL","LPAY","PC","A","2010",4.3,
"BEL","WAGELEVEL","LPAY","PC","A","2011",5.4,
"BEL","WAGELEVEL","LPAY","PC","A","2012",6,
"BEL","WAGELEVEL","LPAY","PC","A","2013",4.60013203955377,
"BEL","WAGELEVEL","LPAY","PC","A","2014",3.4,
"BEL","WAGELEVEL","LPAY","PC","A","2015",4.6,
"BEL","WAGELEVEL","LPAY","PC","A","2016",4.1,
"BEL","WAGELEVEL","LPAY","PC","A","2017",5.5,
"BEL","WAGELEVEL","HPAY","PC","A","1999",10.6,
"BEL","WAGELEVEL","HPAY","PC","A","2000",11.6011601160116,
"BEL","WAGELEVEL","HPAY","PC","A","2001",11.001100110011,
"BEL","WAGELEVEL","HPAY","PC","A","2002",10.6989301069893,
"BEL","WAGELEVEL","HPAY","PC","A","2003",12.4,
"BEL","WAGELEVEL","HPAY","PC","A","2004",12.6974605078984,
"BEL","WAGELEVEL","HPAY","PC","A","2005",13.3986601339866,
"BEL","WAGELEVEL","HPAY","PC","A","2006",12.7987201279872,
"BEL","WAGELEVEL","HPAY","PC","A","2007",11.4011401140114,
"BEL","WAGELEVEL","HPAY","PC","A","2008",11.1996640100797,
"BEL","WAGELEVEL","HPAY","PC","A","2009",11.7,
"BEL","WAGELEVEL","HPAY","PC","A","2010",13.1,
"BEL","WAGELEVEL","HPAY","PC","A","2011",13.8,
"BEL","WAGELEVEL","HPAY","PC","A","2012",13.4,
"BEL","WAGELEVEL","HPAY","PC","A","2013",13.8,
"BEL","WAGELEVEL","HPAY","PC","A","2014",12.9,
"BEL","WAGELEVEL","HPAY","PC","A","2015",13.5,
"BEL","WAGELEVEL","HPAY","PC","A","2016",13.9,
"BEL","WAGELEVEL","HPAY","PC","A","2017",13.8,
"CAN","WAGELEVEL","LPAY","PC","A","1997",21.880982179649,
"CAN","WAGELEVEL","LPAY","PC","A","1998",21.177603252845,
"CAN","WAGELEVEL","LPAY","PC","A","1999",23.0643019142477,
"CAN","WAGELEVEL","LPAY","PC","A","2000",23.250933612223,
"CAN","WAGELEVEL","LPAY","PC","A","2001",22.0236714127944,
"CAN","WAGELEVEL","LPAY","PC","A","2002",22.382220241102,
"CAN","WAGELEVEL","LPAY","PC","A","2003",22.0068583129789,
"CAN","WAGELEVEL","LPAY","PC","A","2004",22.4001299715378,
"CAN","WAGELEVEL","LPAY","PC","A","2005",21.3412406984552,
"CAN","WAGELEVEL","LPAY","PC","A","2006",22.5012407222861,
"CAN","WAGELEVEL","LPAY","PC","A","2007",22.0087817062064,
"CAN","WAGELEVEL","LPAY","PC","A","2008",22.1184321748919,
"CAN","WAGELEVEL","LPAY","PC","A","2009",20.6307930173176,
"CAN","WAGELEVEL","LPAY","PC","A","2010",21.2076834099696,
"CAN","WAGELEVEL","LPAY","PC","A","2011",21.5951235887348,
"CAN","WAGELEVEL","LPAY","PC","A","2012",21.8497443195449,
"CAN","WAGELEVEL","LPAY","PC","A","2013",20.9601247133061,
"CAN","WAGELEVEL","LPAY","PC","A","2014",22.4454281498186,
"CAN","WAGELEVEL","LPAY","PC","A","2015",22.1803473660353,
"CAN","WAGELEVEL","LPAY","PC","A","2016",22.3428150427257,
"CAN","WAGELEVEL","LPAY","PC","A","2017",22.0107809846944,
"CAN","WAGELEVEL","LPAY","PC","A","2018",20.6792952745909,
"CAN","WAGELEVEL","LPAY","PC","A","2019",19.3774776501261,
"CAN","WAGELEVEL","HPAY","PC","A","1997",19.5781513281618,
"CAN","WAGELEVEL","HPAY","PC","A","1998",20.6322715636815,
"CAN","WAGELEVEL","HPAY","PC","A","1999",20.4705210382526,
"CAN","WAGELEVEL","HPAY","PC","A","2000",20.4231113826294,
"CAN","WAGELEVEL","HPAY","PC","A","2001",20.1478086766028,
"CAN","WAGELEVEL","HPAY","PC","A","2002",19.7413003303652,
"CAN","WAGELEVEL","HPAY","PC","A","2003",20.4082809217653,
"CAN","WAGELEVEL","HPAY","PC","A","2004",20.7262585522156,
"CAN","WAGELEVEL","HPAY","PC","A","2005",20.5459998354381,
"CAN","WAGELEVEL","HPAY","PC","A","2006",21.5631143352333,
"CAN","WAGELEVEL","HPAY","PC","A","2007",22.3066484364668,
"CAN","WAGELEVEL","HPAY","PC","A","2008",21.4859287944327,
"CAN","WAGELEVEL","HPAY","PC","A","2009",22.1300558192506,
"CAN","WAGELEVEL","HPAY","PC","A","2010",21.4166557885355,
"CAN","WAGELEVEL","HPAY","PC","A","2011",22.2926488279651,
"CAN","WAGELEVEL","HPAY","PC","A","2012",22.0635419954674,
"CAN","WAGELEVEL","HPAY","PC","A","2013",23.1437563007447,
"CAN","WAGELEVEL","HPAY","PC","A","2014",22.4292113918602,
"CAN","WAGELEVEL","HPAY","PC","A","2015",22.8758506653392,
"CAN","WAGELEVEL","HPAY","PC","A","2016",22.3163248328948,
"CAN","WAGELEVEL","HPAY","PC","A","2017",22.5056582544189,
"CAN","WAGELEVEL","HPAY","PC","A","2018",22.1761150545507,
"CAN","WAGELEVEL","HPAY","PC","A","2019",22.6855205722467,
"CZE","WAGELEVEL","LPAY","PC","A","1996",16.9542109863328,
"CZE","WAGELEVEL","LPAY","PC","A","1997",17.1497902122456,
"CZE","WAGELEVEL","LPAY","PC","A","1999",17.6252438968093,
"CZE","WAGELEVEL","LPAY","PC","A","2001",17.4444417121084,
"CZE","WAGELEVEL","LPAY","PC","A","2002",18.3923204731658,
"CZE","WAGELEVEL","LPAY","PC","A","2003",19.0362273006795,
"CZE","WAGELEVEL","LPAY","PC","A","2004",19.6798782864496,
"CZE","WAGELEVEL","LPAY","PC","A","2005",20.0310956263525,
"CZE","WAGELEVEL","LPAY","PC","A","2006",19.7384172731667,
"CZE","WAGELEVEL","LPAY","PC","A","2007",19.6564655661961,
"CZE","WAGELEVEL","LPAY","PC","A","2008",19.7032947461146,
"CZE","WAGELEVEL","LPAY","PC","A","2009",20.042805677142,
"CZE","WAGELEVEL","LPAY","PC","A","2010",20.1832924309899,
"CZE","WAGELEVEL","LPAY","PC","A","2011",20.1530632397961,
"CZE","WAGELEVEL","LPAY","PC","A","2012",19.7500015800001,
"CZE","WAGELEVEL","LPAY","PC","A","2013",19.9500021945002,
"CZE","WAGELEVEL","LPAY","PC","A","2014",20.2600020260002,
"CZE","WAGELEVEL","LPAY","PC","A","2015",20.6500022715002,
"CZE","WAGELEVEL","LPAY","PC","A","2016",19.7600017784002,
"CZE","WAGELEVEL","LPAY","PC","A","2017",19.8700023844003,
"CZE","WAGELEVEL","LPAY","PC","A","2018",19.6800025584003,
"CZE","WAGELEVEL","LPAY","PC","A","2019",18.36,
"DNK","WAGELEVEL","LPAY","PC","A","2002",7.36122849771702,
"DNK","WAGELEVEL","LPAY","PC","A","2003",7.46181612589425,
"DNK","WAGELEVEL","LPAY","PC","A","2004",6.67957688875175,
"DNK","WAGELEVEL","LPAY","PC","A","2005",6.4025518213725,
"DNK","WAGELEVEL","LPAY","PC","A","2006",7.57261291359087,
"DNK","WAGELEVEL","LPAY","PC","A","2007",7.83927659106981,
"DNK","WAGELEVEL","LPAY","PC","A","2008",7.88824572304625,
"DNK","WAGELEVEL","LPAY","PC","A","2009",7.27732446593039,
"DNK","WAGELEVEL","LPAY","PC","A","2010",7.57778967074395,
"DNK","WAGELEVEL","LPAY","PC","A","2011",7.49137798746154,
"DNK","WAGELEVEL","LPAY","PC","A","2012",7.57251517367582,
"DNK","WAGELEVEL","LPAY","PC","A","2013",7.88625962900836,
"DNK","WAGELEVEL","LPAY","PC","A","2014",8.41933543002542,
"DNK","WAGELEVEL","LPAY","PC","A","2015",8.23666335549489,
"DNK","WAGELEVEL","LPAY","PC","A","2016",8.23258267523412,
"DNK","WAGELEVEL","LPAY","PC","A","2017",8.51944995079203,
"DNK","WAGELEVEL","LPAY","PC","A","2018",8.72529216888955,
"FIN","WAGELEVEL","LPAY","PC","A","2001",4.60413920379647,
"FIN","WAGELEVEL","LPAY","PC","A","2002",7.28614371650907,
"FIN","WAGELEVEL","LPAY","PC","A","2003",6.41170216655543,
"FIN","WAGELEVEL","LPAY","PC","A","2004",6.95710634285442,
"FIN","WAGELEVEL","LPAY","PC","A","2005",6.91340131252389,
"FIN","WAGELEVEL","LPAY","PC","A","2006",7.4813619093954,
"FIN","WAGELEVEL","LPAY","PC","A","2007",7.90949645911956,
"FIN","WAGELEVEL","LPAY","PC","A","2008",8.47315837603835,
"FIN","WAGELEVEL","LPAY","PC","A","2009",8.48211949443856,
"FIN","WAGELEVEL","LPAY","PC","A","2010",8.12301878027834,
"FIN","WAGELEVEL","LPAY","PC","A","2011",9.27104253736019,
"FIN","WAGELEVEL","LPAY","PC","A","2012",8.91338023164926,
"FIN","WAGELEVEL","LPAY","PC","A","2013",9.07225222869386,
"FIN","WAGELEVEL","LPAY","PC","A","2014",8.44907407407407,
"FIN","WAGELEVEL","LPAY","PC","A","2015",7.76817579982511,
"FIN","WAGELEVEL","LPAY","PC","A","2016",7.07586810853079,
"FIN","WAGELEVEL","LPAY","PC","A","2017",7.55308566616365,
"FIN","WAGELEVEL","LPAY","PC","A","2018",7.31696261103491,
"FIN","WAGELEVEL","HPAY","PC","A","2001",15.8565105735796,
"FIN","WAGELEVEL","HPAY","PC","A","2002",15.9578155661919,
"FIN","WAGELEVEL","HPAY","PC","A","2003",15.8652994830406,
"FIN","WAGELEVEL","HPAY","PC","A","2004",15.3026000838943,
"FIN","WAGELEVEL","HPAY","PC","A","2005",16.2953532781668,
"FIN","WAGELEVEL","HPAY","PC","A","2006",16.0653451034762,
"FIN","WAGELEVEL","HPAY","PC","A","2007",16.7871535104863,
"FIN","WAGELEVEL","HPAY","PC","A","2008",16.5132748927306,
"FIN","WAGELEVEL","HPAY","PC","A","2009",16.6847089044424,
"FIN","WAGELEVEL","HPAY","PC","A","2010",17.1581692562012,
"FIN","WAGELEVEL","HPAY","PC","A","2011",16.8961883422277,
"FIN","WAGELEVEL","HPAY","PC","A","2012",16.3697150572017,
"FIN","WAGELEVEL","HPAY","PC","A","2013",15.9206865987975,
"FIN","WAGELEVEL","HPAY","PC","A","2014",16.5631323827004,
"FIN","WAGELEVEL","HPAY","PC","A","2015",17.045943990127,
"FIN","WAGELEVEL","HPAY","PC","A","2016",16.5926185617283,
"FIN","WAGELEVEL","HPAY","PC","A","2017",17.3007415320097,
"FIN","WAGELEVEL","HPAY","PC","A","2018",16.9503685072218,
"DEU","WAGELEVEL","LPAY","PC","A","1992",20.8004235306595,
"DEU","WAGELEVEL","LPAY","PC","A","1993",16.4764947445888,
"DEU","WAGELEVEL","LPAY","PC","A","1994",14.5523398593648,
"DEU","WAGELEVEL","LPAY","PC","A","1995",13.6300249078421,
"DEU","WAGELEVEL","LPAY","PC","A","1996",13.7613344043075,
"DEU","WAGELEVEL","LPAY","PC","A","1997",14.0864802217465,
"DEU","WAGELEVEL","LPAY","PC","A","1998",15.1950498692867,
"DEU","WAGELEVEL","LPAY","PC","A","1999",15.7252453131499,
"DEU","WAGELEVEL","LPAY","PC","A","2000",15.8015129020392,
"DEU","WAGELEVEL","LPAY","PC","A","2001",16.5533346024978,
"DEU","WAGELEVEL","LPAY","PC","A","2002",17.4863619823274,
"DEU","WAGELEVEL","LPAY","PC","A","2003",17.5105470734005,
"DEU","WAGELEVEL","LPAY","PC","A","2004",17.7328357897743,
"DEU","WAGELEVEL","LPAY","PC","A","2005",17.508832797925,
"DEU","WAGELEVEL","LPAY","PC","A","2006",18.3125379810497,
"DEU","WAGELEVEL","LPAY","PC","A","2007",17.8742557616405,
"DEU","WAGELEVEL","LPAY","PC","A","2008",17.2255918815827,
"DEU","WAGELEVEL","LPAY","PC","A","2009",18.7616882134942,
"DEU","WAGELEVEL","LPAY","PC","A","2010",18.9298952525223,
"DEU","WAGELEVEL","LPAY","PC","A","2011",18.8999686933855,
"DEU","WAGELEVEL","LPAY","PC","A","2012",19.0983085333423,
"DEU","WAGELEVEL","LPAY","PC","A","2013",18.7118251268923,
"DEU","WAGELEVEL","LPAY","PC","A","2014",17.9421249202286,
"DEU","WAGELEVEL","LPAY","PC","A","2015",19.3595282284432,
"DEU","WAGELEVEL","LPAY","PC","A","2016",18.8502036842713,
"DEU","WAGELEVEL","LPAY","PC","A","2017",17.7873583642708,
"DEU","WAGELEVEL","LPAY","PC","A","2018",17.8014954038626,
"DEU","WAGELEVEL","HPAY","PC","A","1992",17.1416224941554,
"DEU","WAGELEVEL","HPAY","PC","A","1993",17.3281827474068,
"DEU","WAGELEVEL","HPAY","PC","A","1994",15.4462635463331,
"DEU","WAGELEVEL","HPAY","PC","A","1995",16.4001440684878,
"DEU","WAGELEVEL","HPAY","PC","A","1996",16.2335544968083,
"DEU","WAGELEVEL","HPAY","PC","A","1997",15.737047395283,
"DEU","WAGELEVEL","HPAY","PC","A","1998",16.9448646175021,
"DEU","WAGELEVEL","HPAY","PC","A","1999",17.3335398658269,
"DEU","WAGELEVEL","HPAY","PC","A","2000",16.0907439243803,
"DEU","WAGELEVEL","HPAY","PC","A","2001",16.0508476826498,
"DEU","WAGELEVEL","HPAY","PC","A","2002",15.6872375940451,
"DEU","WAGELEVEL","HPAY","PC","A","2003",15.8630008459137,
"DEU","WAGELEVEL","HPAY","PC","A","2004",16.244698393253,
"DEU","WAGELEVEL","HPAY","PC","A","2005",16.0855450815487,
"DEU","WAGELEVEL","HPAY","PC","A","2006",18.0546056575102,
"DEU","WAGELEVEL","HPAY","PC","A","2007",16.5606972801352,
"DEU","WAGELEVEL","HPAY","PC","A","2008",17.2587241613855,
"DEU","WAGELEVEL","HPAY","PC","A","2009",17.0797106046672,
"DEU","WAGELEVEL","HPAY","PC","A","2010",17.2677560951901,
"DEU","WAGELEVEL","HPAY","PC","A","2011",18.8729337161737,
"DEU","WAGELEVEL","HPAY","PC","A","2012",17.8909402512519,
"DEU","WAGELEVEL","HPAY","PC","A","2013",18.8427213842691,
"DEU","WAGELEVEL","HPAY","PC","A","2014",18.6499326745826,
"DEU","WAGELEVEL","HPAY","PC","A","2015",19.8284834756985,
"DEU","WAGELEVEL","HPAY","PC","A","2016",18.048270230724,
"DEU","WAGELEVEL","HPAY","PC","A","2017",18.2947149609167,
"DEU","WAGELEVEL","HPAY","PC","A","2018",18.7761989355048,
"GRC","WAGELEVEL","LPAY","PC","A","2004",20.0489327,
"GRC","WAGELEVEL","LPAY","PC","A","2005",19.7461136,
"GRC","WAGELEVEL","LPAY","PC","A","2006",19.9844194,
"GRC","WAGELEVEL","LPAY","PC","A","2007",17.6307426,
"GRC","WAGELEVEL","LPAY","PC","A","2008",13.4888434,
"GRC","WAGELEVEL","LPAY","PC","A","2009",15.0762716,
"GRC","WAGELEVEL","LPAY","PC","A","2010",13.2793941598186,
"GRC","WAGELEVEL","LPAY","PC","A","2011",12.2649038482779,
"GRC","WAGELEVEL","LPAY","PC","A","2012",11.7651441423442,
"GRC","WAGELEVEL","LPAY","PC","A","2013",13.9446108148178,
"GRC","WAGELEVEL","LPAY","PC","A","2014",17.8728943880409,
"GRC","WAGELEVEL","LPAY","PC","A","2015",15.8774282492366,
"GRC","WAGELEVEL","LPAY","PC","A","2016",15.7123584167158,
"GRC","WAGELEVEL","LPAY","PC","A","2017",15.9376839919556,
"GRC","WAGELEVEL","LPAY","PC","A","2018",14.1389424393731,
"GRC","WAGELEVEL","HPAY","PC","A","2004",22.1104457,
"GRC","WAGELEVEL","HPAY","PC","A","2005",19.464986,
"GRC","WAGELEVEL","HPAY","PC","A","2006",19.8052593,
"GRC","WAGELEVEL","HPAY","PC","A","2007",22.3076139,
"GRC","WAGELEVEL","HPAY","PC","A","2008",21.6403089,
"GRC","WAGELEVEL","HPAY","PC","A","2009",20.4055961,
"GRC","WAGELEVEL","HPAY","PC","A","2010",20.8385607830446,
"GRC","WAGELEVEL","HPAY","PC","A","2011",18.1262253401736,
"GRC","WAGELEVEL","HPAY","PC","A","2012",16.179636910386,
"GRC","WAGELEVEL","HPAY","PC","A","2013",18.3971346889909,
"GRC","WAGELEVEL","HPAY","PC","A","2014",19.5625755537665,
"GRC","WAGELEVEL","HPAY","PC","A","2015",19.510230627902,
"GRC","WAGELEVEL","HPAY","PC","A","2016",20.2218925539023,
"GRC","WAGELEVEL","HPAY","PC","A","2017",19.8041489915642,
"GRC","WAGELEVEL","HPAY","PC","A","2018",20.515103991421,
"HUN","WAGELEVEL","LPAY","PC","A","1986",13.1102017440757,
"HUN","WAGELEVEL","LPAY","PC","A","1989",16.3530822020245,
"HUN","WAGELEVEL","LPAY","PC","A","1992",19.4,
"HUN","WAGELEVEL","LPAY","PC","A","1993",19.22,
"HUN","WAGELEVEL","LPAY","PC","A","1994",20.78,
"HUN","WAGELEVEL","LPAY","PC","A","1995",19.94,
"HUN","WAGELEVEL","LPAY","PC","A","1996",21.0055823613112,
"HUN","WAGELEVEL","LPAY","PC","A","1997",21.8678805124363,
"HUN","WAGELEVEL","LPAY","PC","A","1998",21.9976953312571,
